Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Testing Scope Status,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure/success,Response Size,Findings (Affected Components),Severity ratings
,PRJ-084,Test Case 381,USER-012,,WEB,Not started,TC-381,Database,Not Started,,,,,,,,Login form,Medium
,PRJ-076,Test Case 382,USER-029,,APP,Not started,TC-382,Payment gateway,Not Started,,,,,,,,Login form,Critical
,PRJ-089,Test Case 383,USER-017,,APP,Not started,TC-383,Database,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:29:39 GMT",PRJ-014,Test Case 384,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-384,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Medium
,PRJ-009,Test Case 385,USER-068,,WEB,In progress,TC-385,Payment gateway,Not Started,,,,,,,,User profile page,Medium
,PRJ-053,Test Case 386,USER-079,,APP,Not started,TC-386,Login form,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:29:40 GMT",PRJ-076,Test Case 387,USER-094,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-387,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
,PRJ-036,Test Case 388,USER-083,,WEB,In progress,TC-388,Login form,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:29:41 GMT",PRJ-067,Test Case 389,USER-078,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-389,Login form,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Critical
"Tue, 22 Oct 2024 02:29:42 GMT",PRJ-050,Test Case 390,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-390,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
"Tue, 22 Oct 2024 02:29:43 GMT",PRJ-047,Test Case 391,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-391,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,Medium
,PRJ-098,Test Case 392,USER-061,,WEB,Not started,TC-392,Login form,Not Started,,,,,,,,Payment gateway,Medium
"Tue, 22 Oct 2024 02:29:44 GMT",PRJ-006,Test Case 393,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-393,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Critical
,PRJ-090,Test Case 394,USER-052,,WEB,In progress,TC-394,Login form,Not Started,,,,,,,,Payment gateway,Low
"Tue, 22 Oct 2024 02:29:45 GMT",PRJ-066,Test Case 395,USER-027,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-395,Session management,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,High
,PRJ-090,Test Case 396,USER-056,,WEB,Not started,TC-396,Login form,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:29:46 GMT",PRJ-059,Test Case 397,USER-079,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-397,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
,PRJ-091,Test Case 398,USER-018,,WEB,In progress,TC-398,Payment gateway,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:29:47 GMT",PRJ-022,Test Case 399,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-399,Login form,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,High
"Tue, 22 Oct 2024 02:29:48 GMT",PRJ-055,Test Case 400,USER-035,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-400,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
,PRJ-059,Test Case 401,USER-066,,APP,In progress,TC-401,Session management,Not Started,,,,,,,,User profile page,High
,PRJ-021,Test Case 402,USER-033,,WEB,Not started,TC-402,Session management,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:29:49 GMT",PRJ-002,Test Case 403,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-403,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Medium
,PRJ-005,Test Case 404,USER-071,,APP,In progress,TC-404,User profile page,Not Started,,,,,,,,Database,High
,PRJ-035,Test Case 405,USER-010,,APP,Not started,TC-405,User profile page,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:29:50 GMT",PRJ-052,Test Case 406,USER-009,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-406,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
"Tue, 22 Oct 2024 02:29:51 GMT",PRJ-002,Test Case 407,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-407,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Medium
,PRJ-060,Test Case 408,USER-048,,APP,Not started,TC-408,User profile page,Not Started,,,,,,,,Login form,Critical
,PRJ-004,Test Case 409,USER-030,,APP,In progress,TC-409,Login form,Not Started,,,,,,,,Database,High
"Tue, 22 Oct 2024 02:29:52 GMT",PRJ-014,Test Case 410,USER-027,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-410,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
"Tue, 22 Oct 2024 02:29:53 GMT",PRJ-012,Test Case 411,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-411,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Database,Low
"Tue, 22 Oct 2024 02:29:54 GMT",PRJ-075,Test Case 412,USER-013,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-412,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
,PRJ-056,Test Case 413,USER-085,,WEB,In progress,TC-413,Payment gateway,Not Started,,,,,,,,Payment gateway,Critical
"Tue, 22 Oct 2024 02:29:55 GMT",PRJ-090,Test Case 414,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-414,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Low
,PRJ-026,Test Case 415,USER-018,,WEB,Not started,TC-415,User profile page,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:29:56 GMT",PRJ-041,Test Case 416,USER-053,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-416,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
,PRJ-034,Test Case 417,USER-016,,WEB,In progress,TC-417,Session management,Not Started,,,,,,,,Login form,Medium
,PRJ-042,Test Case 418,USER-019,,WEB,In progress,TC-418,Database,Not Started,,,,,,,,Session management,Low
,PRJ-087,Test Case 419,USER-039,,APP,Not started,TC-419,Database,Not Started,,,,,,,,Database,Medium
,PRJ-013,Test Case 420,USER-060,,WEB,Not started,TC-420,Login form,Not Started,,,,,,,,Login form,Medium
"Tue, 22 Oct 2024 02:29:57 GMT",PRJ-017,Test Case 421,USER-026,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-421,Login form,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,High
,PRJ-010,Test Case 422,USER-003,,WEB,In progress,TC-422,User profile page,Not Started,,,,,,,,Login form,High
,PRJ-016,Test Case 423,USER-006,,APP,Not started,TC-423,Session management,Not Started,,,,,,,,Database,Critical
"Tue, 22 Oct 2024 02:29:58 GMT",PRJ-064,Test Case 424,USER-004,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-424,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
,PRJ-036,Test Case 425,USER-036,,APP,Not started,TC-425,Session management,Not Started,,,,,,,,Session management,Medium
"Tue, 22 Oct 2024 02:29:59 GMT",PRJ-083,Test Case 426,USER-038,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-426,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Low
"Tue, 22 Oct 2024 02:30:00 GMT",PRJ-036,Test Case 427,USER-050,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-427,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
"Tue, 22 Oct 2024 02:30:01 GMT",PRJ-049,Test Case 428,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-428,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Payment gateway,High
,PRJ-050,Test Case 429,USER-035,,WEB,In progress,TC-429,Session management,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:30:02 GMT",PRJ-036,Test Case 430,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-430,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
"Tue, 22 Oct 2024 02:30:04 GMT",PRJ-032,Test Case 431,USER-085,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-431,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Critical
,PRJ-046,Test Case 432,USER-023,,WEB,In progress,TC-432,Payment gateway,Not Started,,,,,,,,Session management,Low
,PRJ-091,Test Case 433,USER-090,,APP,Not started,TC-433,Database,Not Started,,,,,,,,Session management,High
,PRJ-023,Test Case 434,USER-063,,WEB,Not started,TC-434,User profile page,Not Started,,,,,,,,Session management,Medium
,PRJ-003,Test Case 435,USER-068,,APP,In progress,TC-435,Session management,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:30:05 GMT",PRJ-044,Test Case 436,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-436,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
,PRJ-015,Test Case 437,USER-068,,APP,In progress,TC-437,Database,Not Started,,,,,,,,Session management,Low
,PRJ-044,Test Case 438,USER-039,,APP,Not started,TC-438,Database,Not Started,,,,,,,,Database,High
,PRJ-023,Test Case 439,USER-091,,APP,Not started,TC-439,Database,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:30:06 GMT",PRJ-017,Test Case 440,USER-023,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-440,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
"Tue, 22 Oct 2024 02:30:07 GMT",PRJ-079,Test Case 441,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-441,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
,PRJ-045,Test Case 442,USER-041,,WEB,In progress,TC-442,Database,Not Started,,,,,,,,Login form,High
"Tue, 22 Oct 2024 02:30:08 GMT",PRJ-027,Test Case 443,USER-032,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-443,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
,PRJ-050,Test Case 444,USER-057,,APP,In progress,TC-444,Database,Not Started,,,,,,,,Database,High
"Tue, 22 Oct 2024 02:30:09 GMT",PRJ-070,Test Case 445,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-445,User profile page,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,User profile page,Critical
,PRJ-010,Test Case 446,USER-005,,APP,In progress,TC-446,Payment gateway,Not Started,,,,,,,,Login form,Low
,PRJ-044,Test Case 447,USER-022,,APP,Not started,TC-447,Session management,Not Started,,,,,,,,Login form,High
,PRJ-077,Test Case 448,USER-079,,APP,In progress,TC-448,User profile page,Not Started,,,,,,,,Session management,Critical
"Tue, 22 Oct 2024 02:30:10 GMT",PRJ-021,Test Case 449,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-449,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,High
,PRJ-085,Test Case 450,USER-037,,APP,Not started,TC-450,Login form,Not Started,,,,,,,,Database,Critical
,PRJ-020,Test Case 451,USER-007,,APP,In progress,TC-451,Login form,Not Started,,,,,,,,Payment gateway,Critical
,PRJ-026,Test Case 452,USER-013,,WEB,Not started,TC-452,Payment gateway,Not Started,,,,,,,,Login form,Critical
"Tue, 22 Oct 2024 02:30:11 GMT",PRJ-015,Test Case 453,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-453,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,Critical
"Tue, 22 Oct 2024 02:30:12 GMT",PRJ-024,Test Case 454,USER-048,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-454,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,High
,PRJ-057,Test Case 455,USER-060,,APP,In progress,TC-455,Session management,Not Started,,,,,,,,Login form,Medium
,PRJ-097,Test Case 456,USER-090,,WEB,In progress,TC-456,Session management,Not Started,,,,,,,,Database,Medium
"Tue, 22 Oct 2024 02:30:13 GMT",PRJ-071,Test Case 457,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-457,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Medium
"Tue, 22 Oct 2024 02:30:14 GMT",PRJ-061,Test Case 458,USER-039,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-458,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
,PRJ-016,Test Case 459,USER-097,,APP,Not started,TC-459,User profile page,Not Started,,,,,,,,User profile page,Medium
"Tue, 22 Oct 2024 02:30:15 GMT",PRJ-006,Test Case 460,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-460,User profile page,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,High
,PRJ-041,Test Case 461,USER-094,,WEB,In progress,TC-461,Session management,Not Started,,,,,,,,Database,High
,PRJ-036,Test Case 462,USER-067,,APP,In progress,TC-462,Login form,Not Started,,,,,,,,Database,Medium
,PRJ-019,Test Case 463,USER-073,,WEB,Not started,TC-463,Payment gateway,Not Started,,,,,,,,Session management,High
"Tue, 22 Oct 2024 02:30:16 GMT",PRJ-053,Test Case 464,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-464,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
,PRJ-023,Test Case 465,USER-036,,APP,In progress,TC-465,Login form,Not Started,,,,,,,,Database,High
"Tue, 22 Oct 2024 02:30:17 GMT",PRJ-089,Test Case 466,USER-031,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-466,Payment gateway,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Login form,High
"Tue, 22 Oct 2024 02:30:18 GMT",PRJ-039,Test Case 467,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-467,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
"Tue, 22 Oct 2024 02:30:19 GMT",PRJ-039,Test Case 468,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-468,Database,Completed,GET,/DVWA/vulnerabilities/exec/index.php,Pass,,,,4446,Session management,Low
"Tue, 22 Oct 2024 02:30:20 GMT",PRJ-025,Test Case 469,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-469,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
,PRJ-008,Test Case 470,USER-066,,WEB,In progress,TC-470,Session management,Not Started,,,,,,,,Database,Medium
,PRJ-068,Test Case 471,USER-073,,WEB,Not started,TC-471,User profile page,Not Started,,,,,,,,Login form,Medium
"Tue, 22 Oct 2024 02:30:21 GMT",PRJ-005,Test Case 472,USER-059,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-472,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
,PRJ-060,Test Case 473,USER-065,,APP,Not started,TC-473,User profile page,Not Started,,,,,,,,Payment gateway,Critical
"Tue, 22 Oct 2024 02:30:22 GMT",PRJ-077,Test Case 474,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-474,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
"Tue, 22 Oct 2024 02:30:23 GMT",PRJ-021,Test Case 475,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-475,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
,PRJ-074,Test Case 476,USER-028,,WEB,Not started,TC-476,Payment gateway,Not Started,,,,,,,,Database,Low
"Tue, 22 Oct 2024 02:30:24 GMT",PRJ-099,Test Case 477,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-477,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
"Tue, 22 Oct 2024 02:30:25 GMT",PRJ-029,Test Case 478,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-478,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
"Tue, 22 Oct 2024 02:30:26 GMT",PRJ-033,Test Case 479,USER-028,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-479,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
"Tue, 22 Oct 2024 02:30:27 GMT",PRJ-075,Test Case 480,USER-014,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-480,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
"Tue, 22 Oct 2024 02:30:28 GMT",PRJ-039,Test Case 481,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-481,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
,PRJ-036,Test Case 482,USER-034,,APP,Not started,TC-482,Session management,Not Started,,,,,,,,User profile page,Low
,PRJ-077,Test Case 483,USER-052,,APP,Not started,TC-483,Database,Not Started,,,,,,,,Payment gateway,High
,PRJ-054,Test Case 484,USER-052,,APP,Not started,TC-484,Payment gateway,Not Started,,,,,,,,User profile page,Critical
,PRJ-086,Test Case 485,USER-046,,APP,Not started,TC-485,Payment gateway,Not Started,,,,,,,,Login form,Critical
,PRJ-017,Test Case 486,USER-095,,APP,In progress,TC-486,Login form,Not Started,,,,,,,,User profile page,High
"Tue, 22 Oct 2024 02:30:29 GMT",PRJ-029,Test Case 487,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-487,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
,PRJ-060,Test Case 488,USER-016,,APP,Not started,TC-488,Database,Not Started,,,,,,,,User profile page,Low
"Tue, 22 Oct 2024 02:30:31 GMT",PRJ-088,Test Case 489,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-489,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
,PRJ-044,Test Case 490,USER-053,,APP,In progress,TC-490,User profile page,Not Started,,,,,,,,Login form,Critical
"Tue, 22 Oct 2024 02:30:32 GMT",PRJ-043,Test Case 491,USER-081,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Completed,TC-491,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
,PRJ-036,Test Case 492,USER-027,,WEB,In progress,TC-492,Login form,Not Started,,,,,,,,User profile page,Critical
"Tue, 22 Oct 2024 02:30:33 GMT",PRJ-082,Test Case 493,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-493,Database,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
,PRJ-069,Test Case 494,USER-026,,APP,In progress,TC-494,Session management,Not Started,,,,,,,,User profile page,Low
,PRJ-087,Test Case 495,USER-001,,WEB,In progress,TC-495,Payment gateway,Not Started,,,,,,,,User profile page,Low
,PRJ-050,Test Case 496,USER-065,,APP,Not started,TC-496,Login form,Not Started,,,,,,,,Payment gateway,High
"Tue, 22 Oct 2024 02:30:34 GMT",PRJ-059,Test Case 497,USER-094,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Completed,TC-497,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
,PRJ-046,Test Case 498,USER-097,,WEB,In progress,TC-498,Login form,Not Started,,,,,,,,User profile page,Medium
,PRJ-094,Test Case 499,USER-017,,WEB,Not started,TC-499,Login form,Not Started,,,,,,,,Payment gateway,Low
,PRJ-049,Test Case 500,USER-082,,APP,Not started,TC-500,Login form,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:30:35 GMT",PRJ-089,Test Case 501,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-501,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Session management,High
,PRJ-061,Test Case 502,USER-090,,WEB,Not started,TC-502,Payment gateway,Not Started,,,,,,,,Database,Low
,PRJ-085,Test Case 503,USER-067,,APP,In progress,TC-503,Login form,Not Started,,,,,,,,Session management,Low
"Tue, 22 Oct 2024 02:30:36 GMT",PRJ-037,Test Case 504,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,Not started,TC-504,Session management,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
"Tue, 22 Oct 2024 02:30:37 GMT",PRJ-067,Test Case 505,USER-026,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,In progress,TC-505,User profile page,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
"Tue, 22 Oct 2024 02:30:38 GMT",PRJ-027,Test Case 506,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,Not started,TC-506,Login form,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
,PRJ-015,Test Case 507,USER-074,,APP,Not started,TC-507,Session management,Not Started,,,,,,,,Login form,Low
"Tue, 22 Oct 2024 02:30:39 GMT",PRJ-033,Test Case 508,USER-083,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-508,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
"Tue, 22 Oct 2024 02:30:40 GMT",PRJ-013,Test Case 509,USER-023,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,In progress,TC-509,Payment gateway,Completed,POST,/DVWA/vulnerabilities/exec/,Fail,HTTP/1.1 302 Found,,,152,Database,Low
,PRJ-013,Test Case 510,USER-098,,WEB,Not started,TC-510,User profile page,Not Started,,,,,,,,Payment gateway,High
,PRJ-057,Test Case 511,USER-080,,APP,In progress,TC-511,Payment gateway,Not Started,,,,,,,,User profile page,Low
