Deadline,Date of Test Executed,Project ID,Project Name,User ID,User Agent,Testing Scope,Test Case ID,Test Case,Test Case Status,Request Method,Requested Source,Test Case Outcome Message,Error Message,Actual Test Case Outcome,Reason for failure,Response Size,Findings (Affected Components),Severity ratings
05/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-015,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-001,Input Validation,Completed,GET,/v1/tiles,Fail,HTTP/2 204 No Content,,,,User profile page,Medium
07/10/2024,22/10/2024,PRJ-090,Wireless Network Contract Project,USER-071,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-661,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,User profile page,Medium
17/10/2024,22/10/2024,PRJ-080,Insider Threat Awareness Contract Project,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-662,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,Medium
19/10/2024,22/10/2024,PRJ-070,Cloud Storage Encryption Contract Project,USER-089,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-663,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Payment gateway,Critical
26/10/2024,22/10/2024,PRJ-074,Network Segmentation Contract Project,USER-086,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-664,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
02/10/2024,22/10/2024,PRJ-002,Compliance (HIPAA) Contract Project,USER-067,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-665,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Database,Medium
22/10/2024,22/10/2024,PRJ-086,E-commerce Platform Development Contract Project,USER-008,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-666,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
12/10/2024,22/10/2024,PRJ-033,Mobile Device Encryption Contract Project,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-667,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
17/10/2024,22/10/2024,PRJ-058,ERP Implementation - TechCorp Contract Project,USER-014,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-668,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
31/10/2024,22/10/2024,PRJ-090,Wireless Network Contract Project,USER-037,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-669,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Database,Critical
20/10/2024,22/10/2024,PRJ-088,Data-Driven Decision Making Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-670,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
25/10/2024,22/10/2024,PRJ-057,Mobile First Strategy Contract Project,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-671,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
06/10/2024,22/10/2024,PRJ-093,Post-Implementation ERP Support Contract Project,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-672,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,User profile page,Low
09/10/2024,22/10/2024,PRJ-023,Data Breach Contract Project,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-673,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
01/10/2024,22/10/2024,PRJ-072,Sales Performance Optimization Contract Project,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-674,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Session management,High
20/10/2024,22/10/2024,PRJ-043,Network Access Control (NAC) Contract Project,USER-060,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-675,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
03/10/2024,22/10/2024,PRJ-007,Infrastructure as a Service (IaaS) Contract Project,USER-081,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-676,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Session management,High
26/10/2024,22/10/2024,PRJ-091,Firewall Implementation Contract Project,USER-041,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-677,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
03/10/2024,22/10/2024,PRJ-065,Network Infrastructure Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-678,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Session management,Critical
10/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-679,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
22/10/2024,22/10/2024,PRJ-028,Data Security and Privacy Contract Project,USER-097,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-680,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Login form,Low
31/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-681,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Medium
09/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-682,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Login form,Critical
17/10/2024,22/10/2024,PRJ-070,Cloud Storage Encryption Contract Project,USER-093,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-683,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,High
11/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-684,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
21/10/2024,22/10/2024,PRJ-066,Cloud Adoption Strategy Contract Project,USER-011,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-685,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
18/10/2024,22/10/2024,PRJ-009,Password Security Contract Project,USER-027,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-686,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
15/10/2024,22/10/2024,PRJ-090,Wireless Network Contract Project,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-687,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,Low
06/10/2024,22/10/2024,PRJ-092,Software as a Service (SaaS) Contract Project,USER-043,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-688,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
14/10/2024,22/10/2024,PRJ-033,Mobile Device Encryption Contract Project,USER-072,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-689,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,User profile page,High
13/10/2024,22/10/2024,PRJ-050,Firewall Implementation Contract Project,USER-058,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-690,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
23/10/2024,22/10/2024,PRJ-087,ERP Data Migration Project Contract Project,USER-016,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-691,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
10/10/2024,22/10/2024,PRJ-010,Data-Driven Decision Making Contract Project,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-692,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
06/10/2024,22/10/2024,PRJ-098,Remote Work Enablement Contract Project,USER-057,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-693,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Critical
31/10/2024,22/10/2024,PRJ-069,Infrastructure as a Service (IaaS) Contract Project,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-694,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,High
04/10/2024,22/10/2024,PRJ-082,Web Application Contract Project,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-695,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
10/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-001,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-696,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Low
06/10/2024,22/10/2024,PRJ-027,Denial of Service (DoS) Attack Contract Project,USER-096,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-697,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Database,Medium
22/10/2024,22/10/2024,PRJ-024,ERP Reporting & Analytics Implementation Contract Project,USER-029,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-698,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Medium
22/10/2024,22/10/2024,PRJ-073,Wireless Network Security Contract Project,USER-007,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-699,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,High
31/10/2024,22/10/2024,PRJ-009,Password Security Contract Project,USER-033,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-700,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,Critical
20/10/2024,22/10/2024,PRJ-043,Network Access Control (NAC) Contract Project,USER-046,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-701,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,High
20/10/2024,22/10/2024,PRJ-009,Password Security Contract Project,USER-025,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-702,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Database,High
26/10/2024,22/10/2024,PRJ-085,Mobile Device Encryption Contract Project,USER-040,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-703,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,High
26/10/2024,22/10/2024,PRJ-041,Platform as a Service (PaaS) Contract Project,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-704,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
22/10/2024,22/10/2024,PRJ-029,Operational Efficiency Improvement Contract Project,USER-092,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-705,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Medium
25/10/2024,22/10/2024,PRJ-094,API Security Contract Project,USER-043,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-706,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Database,High
27/10/2024,22/10/2024,PRJ-040,Web Application Contract Project,USER-063,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-707,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Session management,Low
29/10/2024,22/10/2024,PRJ-036,Email Encryption Contract Project,USER-018,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-708,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Login form,Low
25/10/2024,22/10/2024,PRJ-003,Virtual Private Network (VPN) Deployment Contract Project,USER-065,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-709,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,Session management,Critical
21/10/2024,22/10/2024,PRJ-076,Data Security and Privacy Contract Project,USER-028,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-710,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Critical
05/10/2024,22/10/2024,PRJ-020,Cloud Adoption Strategy Contract Project,USER-047,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-711,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Session management,High
22/10/2024,22/10/2024,PRJ-060,Ransomware Prevention Contract Project,USER-065,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-712,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
06/10/2024,22/10/2024,PRJ-031,Sales Performance Optimization Contract Project,USER-079,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-713,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/index.php,Pass,,,,4417,User profile page,Critical
08/10/2024,22/10/2024,PRJ-023,Data Breach Contract Project,USER-073,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-714,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,Low
08/10/2024,22/10/2024,PRJ-098,Remote Work Enablement Contract Project,USER-063,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-715,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,152,Payment gateway,High
16/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-086,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-716,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Payment gateway,Critical
27/10/2024,22/10/2024,PRJ-059,Supply Chain Optimization Contract Project,USER-006,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-717,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,Login form,High
19/10/2024,22/10/2024,PRJ-095,Network Segmentation Contract Project,USER-034,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-718,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Database,High
12/10/2024,22/10/2024,PRJ-084,Cost Optimization Contract Project,USER-010,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-719,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,User profile page,Critical
15/10/2024,22/10/2024,PRJ-045,Cloud-Based ERP Upgrade Contract Project,USER-063,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-720,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Login form,Medium
05/10/2024,22/10/2024,PRJ-022,Mobile Application Contract Project,USER-030,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-721,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,Payment gateway,Medium
14/10/2024,22/10/2024,PRJ-024,ERP Reporting & Analytics Implementation Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-722,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Login form,Medium
07/10/2024,22/10/2024,PRJ-043,Network Access Control (NAC) Contract Project,USER-093,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-723,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Database,Critical
05/10/2024,22/10/2024,PRJ-076,Data Security and Privacy Contract Project,USER-021,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-724,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,User profile page,Low
29/10/2024,22/10/2024,PRJ-074,Network Segmentation Contract Project,USER-076,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-725,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Session management,Low
17/10/2024,22/10/2024,PRJ-074,Network Segmentation Contract Project,USER-019,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-726,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Payment gateway,Medium
15/10/2024,22/10/2024,PRJ-052,Denial of Service (DoS) Attack Contract Project,USER-077,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-727,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,Login form,Medium
20/10/2024,22/10/2024,PRJ-078,Post-Implementation ERP Support Contract Project,USER-061,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-728,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,User profile page,Critical
06/10/2024,22/10/2024,PRJ-019,ERP Customization & Integration Contract Project,USER-075,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-729,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Fail,HTTP/1.1 302 Found,,,0,Session management,High
08/10/2024,22/10/2024,PRJ-093,Post-Implementation ERP Support Contract Project,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-730,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/../../login.php,Pass,,,,1342,Session management,Low
17/10/2024,22/10/2024,PRJ-049,Virtual Private Network (VPN) Deployment Contract Project,USER-050,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-731,Authentication,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&jullhpqoow=1,Pass,,,,4289,Login form,Medium
06/10/2024,22/10/2024,PRJ-065,Network Infrastructure Contract Project,USER-088,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-732,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&%60z'z%22$%7b%7b%25%7b%7b%5c=1,Pass,,,,4289,Session management,Low
03/10/2024,22/10/2024,PRJ-061,Marketing Campaign Effectiveness Contract Project,USER-079,d1oi0d8szm,WEB,TC-733,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Session management,Low
29/10/2024,22/10/2024,PRJ-062,Business Process Automation Contract Project,USER-085,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.036a5202ein,WEB,TC-734,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Session management,Low
28/10/2024,22/10/2024,PRJ-087,ERP Data Migration Project Contract Project,USER-084,"`z'z""${{%{{\",APP,TC-735,XSS,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Database,High
12/10/2024,22/10/2024,PRJ-006,Remote Work Enablement Contract Project,USER-090,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-736,Authorization,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Database,Critical
16/10/2024,22/10/2024,PRJ-076,Data Security and Privacy Contract Project,USER-095,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-737,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,User profile page,High
09/10/2024,22/10/2024,PRJ-099,Network Infrastructure Contract Project,USER-030,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-738,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit,Pass,,,,4289,Session management,Critical
17/10/2024,22/10/2024,PRJ-025,Insider Threat Awareness Contract Project,USER-001,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-739,XSS,Completed,GET,/DVWA/vulnerabilities/sqli//ll188x/nhh7y7/vgkoho/?id=1&Submit=Submit,Fail,HTTP/1.1 404 Not Found,,,271,Session management,Low
04/10/2024,22/10/2024,PRJ-001,External Network Contract Project,USER-049,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-740,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/;/jmpkj7/moq2l1/uzqfcg/?id=1&Submit=Submit,Fail,HTTP/1.1 404 Not Found,,,271,Database,High
19/10/2024,22/10/2024,PRJ-020,Cloud Adoption Strategy Contract Project,USER-055,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,APP,TC-741,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&p23cuwchhx=1,Pass,,,,4289,Session management,Critical
18/10/2024,22/10/2024,PRJ-047,Security and Compliance Contract Project,USER-079,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0 kvj8qq46mt,APP,TC-742,SQL Injection,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&kvj8qq46mt=1&utm_content=evgstzpa9y,Pass,,,,4289,User profile page,Critical
09/10/2024,22/10/2024,PRJ-072,Sales Performance Optimization Contract Project,USER-062,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/115.0,WEB,TC-743,Input Validation,Completed,GET,/DVWA/vulnerabilities/sqli/?id=1&Submit=Submit&dmohea79i7=1,Pass,,,,4289,Session management,Critical
